,train,val,test
F005a02,True,False,False
F006a10,True,False,False
F030a12,True,False,False
F030a13,True,False,False
F030a14,True,False,False
F030a15,True,False,False
F030a17,True,False,False
F030a18,True,False,False
F033a01,True,False,False
F033a02,True,False,False
F033a03,True,False,False
F033a04,True,False,False
F007a01,True,False,False
F033a05,True,False,False
F033a07,True,False,False
F033a09,True,False,False
F033a10,True,False,False
F033a11,True,False,False
F033a12,True,False,False
F033a14,True,False,False
F033a15,True,False,False
F033a16,True,False,False
F007a02,True,False,False
F033a17,True,False,False
F033a18,True,False,False
F033a19,True,False,False
F033a20,True,False,False
F033a21,True,False,False
F033a22,True,False,False
F033a23,True,False,False
F033a24,True,False,False
F033a25,True,False,False
F033a27,True,False,False
F033a28,True,False,False
F033a29,True,False,False
F034a05,True,False,False
F034a08,True,False,False
F034a10,True,False,False
F034a11,True,False,False
F007a04,True,False,False
F007a05,True,False,False
F007a06,True,False,False
F007a07,True,False,False
F007a09,True,False,False
F006a02,True,False,False
F007a10,True,False,False
F007a13,True,False,False
F007a15,True,False,False
F007a16,True,False,False
F007a17,True,False,False
F007a18,True,False,False
F007a19,True,False,False
F007a21,True,False,False
F006a03,True,False,False
F009a04,True,False,False
F010a01,True,False,False
F010a02,True,False,False
F010a03,True,False,False
F010a04,True,False,False
F010a05,True,False,False
F006a04,True,False,False
F011a01,True,False,False
F011a02,True,False,False
F012a01,True,False,False
F012a03,True,False,False
F012a04,True,False,False
F012a06,True,False,False
F013a01,True,False,False
F013a02,True,False,False
F013a03,True,False,False
F006a05,True,False,False
F013a04,True,False,False
F013a05,True,False,False
F013a06,True,False,False
F013a07,True,False,False
F013a09,True,False,False
F013a11,True,False,False
F013a12,True,False,False
F013a13,True,False,False
F006a06,True,False,False
F013a15,True,False,False
F015a01,True,False,False
F017a01,True,False,False
F017a06,True,False,False
F017a07,True,False,False
F017a08,True,False,False
F017a09,True,False,False
F006a07,True,False,False
F018a01,True,False,False
F018a02,True,False,False
F018a03,True,False,False
F018a04,True,False,False
F018a05,True,False,False
F018a06,True,False,False
F018a07,True,False,False
F018a08,True,False,False
F018a09,True,False,False
F006a08,True,False,False
F018a10,True,False,False
F018a11,True,False,False
F018a12,True,False,False
F021a01,True,False,False
F021a03,True,False,False
F021a05,True,False,False
F006a09,True,False,False
F030a02,True,False,False
F030a03,True,False,False
F030a04,True,False,False
F030a06,True,False,False
F030a09,True,False,False
F030a10,True,False,False
F030a11,True,False,False
F009a03,False,True,False
F033a26,False,True,False
F034a06,False,True,False
F030a07,False,True,False
F013a08,False,True,False
F030a01,False,True,False
F017a10,False,True,False
F009a02,False,True,False
F009a01,False,True,False
F030a05,False,True,False
F021a04,False,True,False
F007a08,False,True,False
F007a12,False,True,False
F017a04,False,True,False
F012a02,False,False,True
F034a07,False,False,True
F007a03,False,False,True
F021a02,False,False,True
F013a10,False,False,True
F007a11,False,False,True
F030a08,False,False,True
F033a13,False,False,True
F007a22,False,False,True
F018a13,False,False,True
F017a02,False,False,True
F034a09,False,False,True
F017a05,False,False,True
F006a01,False,False,True
