,train,val,test
0,N001a001,N004a104,N012a012
1,N001a002,N012a014,N005a004
2,N003a001,N004a102,N004a012
3,N003a002,N004a103,N012a015
4,N004a005,N004a047,N004a070
5,N004a006,N004a029,N012a005
6,N004a008,N004a055,N004a137
7,N004a009,N005a011,N004a007
8,N004a010,N003a003,N004a019
9,N004a011,N004a027,N004a126
10,N004a013,N004a114,N004a004
11,N004a017,N004a035,N004a063
12,N004a018,N004a089,N004a086
13,N004a020,N004a065,N012a001
14,N004a021,N005a020,N004a057
15,N004a022,N004a108,N012a018
16,N004a023,N004a090,N004a002
17,N004a024,N004a093,N005a008
18,N004a025,N005a010,N004a107
19,N004a026,N004a034,N004a119
20,N004a028,N004a040,N012a011
21,N004a032,N012a007,N004a033
22,N004a036,N004a080,N004a016
23,N004a037,N004a014,N004a030
24,N004a038,N005a017,N009a003
25,N004a039,N004a031,N004a122
26,N004a041,N004a069,N004a056
27,N004a042,N004a118,N012a006
28,N004a043,N004a015,N004a001
29,N004a044,N004a058,N005a014
30,N004a045,N006a006,N011a004
31,N004a046,N009a004,N004a003
32,N004a048,F013a12,F053a05
33,N004a049,F007a09,F056a18
34,N004a050,F056a17,F007a22
35,N004a051,F033a13,F052a15
36,N004a052,F033a16,F013a04
37,N004a053,F018a06,F030a12
38,N004a054,F052a02,F012a04
39,N004a059,F007a03,F033a21
40,N004a060,F030a18,F056a02
41,N004a061,F007a10,F053a17
42,N004a062,F048a01,F007a21
43,N004a064,F007a01,F007a07
44,N004a066,F018a12,F006a02
45,N004a067,F013a01,F056a16
46,N004a068,F021a01,F056a03
47,N004a071,F053a15,F007a02
48,N004a072,F050a02,F010a04
49,N004a073,F052a07,F007a08
50,N004a074,F052a13,F017a02
51,N004a075,F018a10,F030a09
52,N004a076,F058a03,F033a14
53,N004a077,F017a09,F010a05
54,N004a078,F033a17,F052a08
55,N004a079,F006a10,F009a01
56,N004a081,F053a08,F017a10
57,N004a082,F012a06,F013a11
58,N004a083,F052a14,F053a19
59,N004a084,F034a07,F033a05
60,N004a085,F018a08,F056a14
61,N004a087,F013a06,F056a04
62,N004a088,F033a18,F018a11
63,N004a091,,
64,N004a092,,
65,N004a094,,
66,N004a095,,
67,N004a096,,
68,N004a097,,
69,N004a098,,
70,N004a099,,
71,N004a100,,
72,N004a101,,
73,N004a105,,
74,N004a106,,
75,N004a109,,
76,N004a110,,
77,N004a111,,
78,N004a112,,
79,N004a113,,
80,N004a115,,
81,N004a116,,
82,N004a117,,
83,N004a120,,
84,N004a121,,
85,N004a123,,
86,N004a124,,
87,N004a125,,
88,N004a127,,
89,N004a128,,
90,N004a129,,
91,N004a130,,
92,N004a131,,
93,N004a132,,
94,N004a133,,
95,N004a134,,
96,N004a135,,
97,N004a136,,
98,N005a001,,
99,N005a002,,
100,N005a003,,
101,N005a005,,
102,N005a006,,
103,N005a007,,
104,N005a009,,
105,N005a012,,
106,N005a013,,
107,N005a015,,
108,N005a016,,
109,N005a018,,
110,N005a019,,
111,N005a021,,
112,N005a022,,
113,N005a023,,
114,N006a001,,
115,N006a002,,
116,N006a004,,
117,N006a005,,
118,N006a007,,
119,N006a008,,
120,N006a009,,
121,N006a010,,
122,N007a001,,
123,N007a002,,
124,N007a003,,
125,N007a004,,
126,N009a001,,
127,N009a002,,
128,N009a005,,
129,N009a006,,
130,N011a001,,
131,N011a002,,
132,N011a003,,
133,N011a005,,
134,N011a006,,
135,N011a007,,
136,N011a008,,
137,N011a009,,
138,N011a010,,
139,N012a002,,
140,N012a003,,
141,N012a004,,
142,N012a008,,
143,N012a009,,
144,N012a010,,
145,N012a013,,
146,N012a016,,
147,N012a017,,
148,N012a019,,
149,N012a020,,
150,N017a001,,
151,F005a02,,
152,F006a01,,
153,F030a13,,
154,F030a14,,
155,F030a15,,
156,F030a17,,
157,F033a01,,
158,F033a02,,
159,F033a03,,
160,F033a04,,
161,F033a07,,
162,F033a09,,
163,F033a10,,
164,F033a11,,
165,F033a12,,
166,F033a15,,
167,F033a19,,
168,F033a20,,
169,F033a22,,
170,F033a23,,
171,F033a24,,
172,F033a25,,
173,F033a26,,
174,F033a27,,
175,F033a28,,
176,F033a29,,
177,F034a05,,
178,F034a06,,
179,F034a08,,
180,F034a09,,
181,F034a10,,
182,F034a11,,
183,F007a04,,
184,F048a02,,
185,F050a01,,
186,F050a03,,
187,F052a01,,
188,F052a03,,
189,F052a04,,
190,F052a05,,
191,F007a05,,
192,F052a06,,
193,F052a09,,
194,F052a10,,
195,F052a11,,
196,F052a12,,
197,F007a06,,
198,F052a16,,
199,F052a17,,
200,F052a18,,
201,F052a19,,
202,F052a20,,
203,F053a01,,
204,F053a02,,
205,F053a03,,
206,F053a04,,
207,F053a06,,
208,F053a07,,
209,F053a09,,
210,F053a10,,
211,F053a11,,
212,F053a12,,
213,F053a13,,
214,F053a14,,
215,F053a16,,
216,F053a18,,
217,F056a01,,
218,F056a05,,
219,F056a06,,
220,F056a07,,
221,F056a08,,
222,F056a09,,
223,F056a10,,
224,F056a11,,
